level,level_symbol,difficulty_occurrence,metric,n,mean,sd,sem,ci95_lo,ci95_hi
alpha,α,1,rt_correct_key_s_adjusted,1,0.5690371556300313,,,,
alpha,α,2,rt_correct_key_s_adjusted,1,0.5622121175130208,,,,
alpha,α,3,rt_correct_key_s_adjusted,1,0.534548951382838,,,,
alpha,α,4,rt_correct_key_s_adjusted,1,0.47896176435024795,,,,
alpha,α,5,rt_correct_key_s_adjusted,1,0.48064705960138543,,,,
alpha,α,6,rt_correct_key_s_adjusted,1,0.46482552806079613,,,,
alpha,α,7,rt_correct_key_s_adjusted,1,0.4523905460861908,,,,
alpha,α,8,rt_correct_key_s_adjusted,1,0.4286520285624653,,,,
alpha,α,9,rt_correct_key_s_adjusted,1,0.4637335801946706,,,,
beta,β,1,rt_correct_key_s_adjusted,1,0.6675392919116551,,,,
beta,β,2,rt_correct_key_s_adjusted,1,0.6016047878870889,,,,
beta,β,3,rt_correct_key_s_adjusted,1,0.5487412218063596,,,,
beta,β,4,rt_correct_key_s_adjusted,1,0.4981847861456493,,,,
beta,β,5,rt_correct_key_s_adjusted,1,0.6074708359582084,,,,
beta,β,6,rt_correct_key_s_adjusted,1,0.463169799153767,,,,
beta,β,7,rt_correct_key_s_adjusted,1,0.5068149782362439,,,,
beta,β,8,rt_correct_key_s_adjusted,1,0.514608063016619,,,,
beta,β,9,rt_correct_key_s_adjusted,1,0.4785478675176227,,,,
gamma,γ,1,rt_correct_key_s_adjusted,1,0.8394232049907913,,,,
gamma,γ,2,rt_correct_key_s_adjusted,1,0.5222469764346516,,,,
gamma,γ,3,rt_correct_key_s_adjusted,1,0.6197204511893358,,,,
gamma,γ,4,rt_correct_key_s_adjusted,1,0.5750191276253106,,,,
gamma,γ,5,rt_correct_key_s_adjusted,1,0.6715002599499387,,,,
gamma,γ,6,rt_correct_key_s_adjusted,1,0.4572027460064163,,,,
gamma,γ,7,rt_correct_key_s_adjusted,1,0.5714604717257075,,,,
gamma,γ,8,rt_correct_key_s_adjusted,1,0.5759121957562132,,,,
gamma,γ,9,rt_correct_key_s_adjusted,1,0.6241333486172126,,,,
alpha,α,1,rt_correct_key_s_raw,1,0.5141352971394857,,,,
alpha,α,2,rt_correct_key_s_raw,1,0.4322208618295604,,,,
alpha,α,3,rt_correct_key_s_raw,1,0.7194420655568441,,,,
alpha,α,4,rt_correct_key_s_raw,1,0.6638548785242541,,,,
alpha,α,5,rt_correct_key_s_raw,1,0.42574520111083985,,,,
alpha,α,6,rt_correct_key_s_raw,1,0.6497186422348022,,,,
alpha,α,7,rt_correct_key_s_raw,1,0.3223992904027303,,,,
alpha,α,8,rt_correct_key_s_raw,1,0.37375017007191974,,,,
alpha,α,9,rt_correct_key_s_raw,1,0.3337423245112101,,,,
beta,β,1,rt_correct_key_s_raw,1,0.8894928012575422,,,,
beta,β,2,rt_correct_key_s_raw,1,0.5537100632985433,,,,
beta,β,3,rt_correct_key_s_raw,1,0.5008464972178142,,,,
beta,β,4,rt_correct_key_s_raw,1,0.7201382954915364,,,,
beta,β,5,rt_correct_key_s_raw,1,0.4334120512008667,,,,
beta,β,6,rt_correct_key_s_raw,1,0.6851233084996541,,,,
beta,β,7,rt_correct_key_s_raw,1,0.3327561934789022,,,,
beta,β,8,rt_correct_key_s_raw,1,0.34054927825927733,,,,
beta,β,9,rt_correct_key_s_raw,1,0.43065314292907714,,,,
gamma,γ,1,rt_correct_key_s_raw,1,0.8438522338867187,,,,
gamma,γ,2,rt_correct_key_s_raw,1,0.526676005330579,,,,
gamma,γ,3,rt_correct_key_s_raw,1,0.7992207368214925,,,,
gamma,γ,4,rt_correct_key_s_raw,1,0.7545194132574673,,,,
gamma,γ,5,rt_correct_key_s_raw,1,0.48757094542185464,,,,
gamma,γ,6,rt_correct_key_s_raw,1,0.46163177490234375,,,,
gamma,γ,7,rt_correct_key_s_raw,1,0.38753115719762343,,,,
gamma,γ,8,rt_correct_key_s_raw,1,0.3919828812281291,,,,
gamma,γ,9,rt_correct_key_s_raw,1,0.8036336342493693,,,,
